phenotype,phecode,category,node_name,node_id,score
Hypothyroidism NOS,244.4,endocrine/metabolic,PTC - Papillary thyroid carcinoma,255029007,4
Hypothyroidism NOS,244.4,endocrine/metabolic,AP - Acute pancreatitis,197456007,1
Hypothyroidism NOS,244.4,endocrine/metabolic,Prolactin-secreting pituitary adenoma,134209002,3
Hypothyroidism NOS,244.4,endocrine/metabolic,Disease of pituitary gland,399244003,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Basedow disease,353295004,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Prolactin-secreting pituitary adenoma,134209002,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Sclerosing cholangitis,235917005,4
Congenital hypothyroidism,244.5,endocrine/metabolic,Nodular goiter,190236006,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Asymmetric head,21850008,4
Congenital hypothyroidism,244.5,endocrine/metabolic,Disease of pituitary gland,399244003,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Good neonatal condition at birth,102500002,2
Congenital hypothyroidism,244.5,endocrine/metabolic,Secondary thyroid hyperplasia,26389007,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Simmond's disease,32390006,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Hepatic failure,59927004,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Lower paraplegia,60389000,3
Congenital hypothyroidism,244.5,endocrine/metabolic,RP - Retinitis pigmentosa,28835009,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Sore throat symptom,267102003,1
Congenital hypothyroidism,244.5,endocrine/metabolic,Adenoma of pituitary,254956000,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Mixed incontinence,413343005,2
Congenital hypothyroidism,244.5,endocrine/metabolic,Disequilibrium when walking,22631008,1
Congenital hypothyroidism,244.5,endocrine/metabolic,CIN 3 - Cervical intraepithelial neoplasia grade 3,92564006,1
Congenital hypothyroidism,244.5,endocrine/metabolic,Acromegalia,74107003,4
Congenital hypothyroidism,244.5,endocrine/metabolic,FTC - Follicular thyroid carcinoma,255028004,5
Congenital hypothyroidism,244.5,endocrine/metabolic,HCM - Hypertrophic cardiomyopathy,233873004,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Gastric bleeding,61401005,2
Congenital hypothyroidism,244.5,endocrine/metabolic,Thyroid nodule,237495005,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Noise in ears,60862001,1
Congenital hypothyroidism,244.5,endocrine/metabolic,Incontinence,48340000,1
Congenital hypothyroidism,244.5,endocrine/metabolic,Injury,417746004,1
Congenital hypothyroidism,244.5,endocrine/metabolic,Combined vocal and multiple motor tic disorder,5158005,2
Congenital hypothyroidism,244.5,endocrine/metabolic,Excessive upper gastrointestinal gas,162076009,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Excision of thyroid gland,13619001,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Cushing basophilism,190502001,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Cyst of thyroid,72325004,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Ankle sprain,44465007,1
Congenital hypothyroidism,244.5,endocrine/metabolic,UTI - Urinary tract infection,68566005,1
Congenital hypothyroidism,244.5,endocrine/metabolic,PTC - Papillary thyroid carcinoma,255029007,5
Congenital hypothyroidism,244.5,endocrine/metabolic,Adenoma sebaceum syndrome,7199000,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Legg-Calve-Perthes disease,111255008,3
Congenital hypothyroidism,244.5,endocrine/metabolic,Multinodular goiter,237570007,5
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,I and D,56783008,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Marfan syndrome,19346006,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Disorder of muscle,129565002,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Burning sensation,90673000,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Disease of thyroid gland,14304000,5
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Allergic shock,39579001,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Age-related hearing loss,49526009,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,SVT - Supraventricular tachycardia,6456007,3
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,CD - Conductive deafness,44057004,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Peripheral venous insufficiency,20696009,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Metabolic acidosis,59455009,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Disorder due to presence of foreign body,125670008,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,PHT - Pulmonary hypertension,70995007,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Deep venous thrombosis,128053003,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Human papilloma virus infection,240532009,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Auditory vertigo,13445001,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,AN - Acoustic neuroma,126949007,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Noise in ears,60862001,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Bleeding from nose,249366005,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Deafness,15188001,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Neurosensory deafness,60700002,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Herpes simplex,88594005,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Birth control,13197004,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,SRM - Spontaneous rupture of membranes,169734005,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Inflammation of vagina,30800001,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Measles,14189004,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Paraesthesia,91019004,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Intellectual disability,1855002,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Bacterial pneumonia,53084003,1
"Thyroiditis, acute and subacute",245.1,endocrine/metabolic,Croaky voice,50219008,1
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Essential hypertension,59621000,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Anxiety,48694002,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Dryness of vagina,31908003,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Ventricular pre-excitation with arrhythmia,74390002,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Compartment syndrome,111245009,2
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Blurred vision,111516008,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,High cholesterol,13644009,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Diabetes mellitus arising in pregnancy,11687002,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Easy bruising,424131007,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,CVD - cardiovascular disease,49601007,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Cervical lymphadenopathy,127086001,2
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Hypertriglyceridaemia,302870006,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Chronic otitis media,21186006,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Dysmetabolic syndrome X,237602007,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,CKD stage 5,433146000,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Ischaemic stroke,422504002,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Foot pain,47933007,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Peripheral arterial disease,399957001,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,PVD-peripheral vascular disease,400047006,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,AHG deficiency disease,28293008,1
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Bruit,70466008,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Cerebral edema,2032001,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Autonomic neuropathy,277879009,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Neurogenic bladder,398064005,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Capillary angioma,195382003,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Obesity,414916001,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,RAS - Renal artery stenosis,302233006,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Renal tubular acidosis,1776003,5
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Atheromatosis,38716007,4
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Anal itch,90446007,2
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Degenerative joint disease of knee,239873007,3
Type 1 diabetes with ketoacidosis,250.11,endocrine/metabolic,Anorectal fistula,72779005,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Anancastic neurosis,191736004,3
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Angiogram,77343006,3
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Hyperphosphataemia,20165001,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Atypical pneumonia,233606009,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Degenerative joint disease of knee,239873007,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Atheromatosis,38716007,3
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,High cholesterol,13644009,3
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Breaking out - eruption,271807003,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,RAS - Renal artery stenosis,302233006,2
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Foot ulcer,95345008,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Excessive pregnancy vomiting,14094001,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Foot injury,125604000,2
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Hypoglycaemia unawareness,170766006,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,PV - Pityriasis versicolor,56454009,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Pharyngitis,405737000,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Cerebral edema,2032001,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,AV block,233917008,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Gingivostomatitis,20607006,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Essential hypertension,59621000,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Dysmetabolic syndrome X,237602007,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,CA - Mouth cancer,363505006,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,PCK - Polycystic kidney disease,82525005,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Hot flashes,198436008,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,PVD-peripheral vascular disease,400047006,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Hypertensive urgency,443482000,2
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Peripheral arterial disease,399957001,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Sinusitis,36971009,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Metabolic acidosis,59455009,1
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Autonomic neuropathy,277879009,4
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,BDR - Background diabetic retinopathy,390834004,5
Type 2 diabetes with renal manifestations,250.22,endocrine/metabolic,Cholesterol measurement,77068002,3
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,CKD stage 5,433146000,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Microalbuminuria,312975006,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Autonomic neuropathy,277879009,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Dysmetabolic syndrome X,237602007,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Swelling of scrotum,271687003,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Hypoglycaemia unawareness,170766006,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,FGS - Focal glomerulosclerosis,25821008,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Cerebral edema,2032001,3
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,RAS - Renal artery stenosis,302233006,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Anti-nuclear antibody positive,165850001,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Deep vein thrombosis of portal vein,17920008,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,High cholesterol,13644009,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Central hyperalimentation,225372007,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Blackout,271594007,1
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Peripheral arterial disease,399957001,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Bruit,70466008,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,CIN - Cervical intraepithelial neoplasia,285636001,3
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Diabetic nephropathy,127013003,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Hypertriglyceridaemia,302870006,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Fracture of bone of hand,20511007,1
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Varices,128060009,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Disease of kidney,90708001,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Systolic dysfunction,371037005,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Bergmann's syndrome,84089009,1
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Hypogammaglobulinaemia,119250001,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Facial pain,95668009,2
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Hyperinsulinaemia,83469008,3
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Foot injury,125604000,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,PSP - Progressive supranuclear palsy,28978003,3
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Cholesterol measurement,77068002,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Essential hypertension,59621000,4
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,Affective disorder,46206005,3
Type 2 diabetes with ophthalmic manifestations,250.23,endocrine/metabolic,CEA - Carotid endarterectomy,66951008,3
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Angiospasm,71772004,3
Polyneuropathy in diabetes,250.6,endocrine/metabolic,CKD stage 5,433146000,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Overweight,238131007,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Dermatomycosis,47382004,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Urticaria,126485001,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Chronic liver disease,328383001,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Detached retina,42059000,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,CVD - cardiovascular disease,49601007,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Diabetic nephropathy,127013003,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Haemolytic anaemia,61261009,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Microalbuminuria,312975006,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Chemical diabetes,9414007,2
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Hypomagnesaemia,190855004,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Obesity,414916001,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Increased urine volume,28442001,5
Polyneuropathy in diabetes,250.6,endocrine/metabolic,FOM - Frequency of micturition,162116003,5
Polyneuropathy in diabetes,250.6,endocrine/metabolic,PT - Pregnancy test,74036000,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Deficiency of PTH,36976004,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,PCK - Polycystic kidney disease,82525005,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,PSC - Primary sclerosing cholangitis,197441003,3
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Foot injury,125604000,5
Polyneuropathy in diabetes,250.6,endocrine/metabolic,DKA - diabetic ketoacidosis,420422005,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,COAG - Chronic open-angle glaucoma,77075001,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,EF - Epileptic fit,246545002,1
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Disease of kidney,90708001,4
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Cerebral edema,2032001,3
Polyneuropathy in diabetes,250.6,endocrine/metabolic,Aneurysm,432119003,3
Polyneuropathy in diabetes,250.6,endocrine/metabolic,IBD - Inflammatory bowel disease,24526004,1
Diabetic retinopathy,250.7,endocrine/metabolic,AR - Allergic rhinitis,61582004,1
Diabetic retinopathy,250.7,endocrine/metabolic,Chemical diabetes,9414007,3
Diabetic retinopathy,250.7,endocrine/metabolic,Cholesterol measurement,77068002,2
Diabetic retinopathy,250.7,endocrine/metabolic,Lens opacity,193570009,4
Diabetic retinopathy,250.7,endocrine/metabolic,HD - Hodgkin's disease,118599009,2
Diabetic retinopathy,250.7,endocrine/metabolic,Bladder spasm,249297006,2
Diabetic retinopathy,250.7,endocrine/metabolic,HHT - Hereditary haemorrhagic telangiectasia,21877004,1
Diabetic retinopathy,250.7,endocrine/metabolic,Bruit,70466008,2
Diabetic retinopathy,250.7,endocrine/metabolic,Marfan syndrome,19346006,3
