"phecode","phenotype","phecode_exclude_range","sex","rollup","leaf","category","category_number"
"803.2","Fracture of radius and ulna","800-809.99","Both",1,1,"injuries & poisonings",18
"803.21","Colles' fracture","800-809.99","Both",1,1,"injuries & poisonings",18
"803.3","Fracture of clavicle or scapula","800-809.99","",1,1,"injuries & poisonings",18
"804","Fracture of hand or wrist","800-809.99","Both",1,0,"injuries & poisonings",18
"805","Fracture of vertebral column without mention of spinal cord injury","800-809.99","",1,0,"injuries & poisonings",18
"807","Fracture of ribs","800-809.99","",1,0,"injuries & poisonings",18
"809","Fracture of unspecified bones","800-809.99","Both",1,0,"injuries & poisonings",18
"816","Cerebral laceration and contusion","816-819.99","",1,0,"injuries & poisonings",18
"817","Concussion","816-819.99","",1,0,"injuries & poisonings",18
"818","Intracranial hemorrhage (injury)","816-819.99","",1,0,"injuries & poisonings",18
"818.1","Subdural hemorrhage (injury)","816-819.99","Both",1,1,"injuries & poisonings",18
"818.2","Subarachnoid hemorrhage (injury)","816-819.99","Both",1,1,"injuries & poisonings",18
"819","Skull and face fracture and other intercranial injury","816-819.99","Both",1,0,"injuries & poisonings",18
"823","Fracture of tibia and fibula","800-829.99","",1,0,"injuries & poisonings",18
"830","Dislocation","830-839.99","",1,0,"injuries & poisonings",18
"835","Internal derangement of knee","830-839.99","Both",1,0,"injuries & poisonings",18
"836","Traumatic arthropathy","830-839.99","Both",1,0,"injuries & poisonings",18
"840","Sprains and strains","840-848.99","",1,0,"injuries & poisonings",18
"840.1","Muscle/tendon sprain","840-848.99","Both",1,1,"injuries & poisonings",18
"840.2","Rotator cuff (capsule) sprain","840-848.99","Both",1,1,"injuries & poisonings",18
"840.3","Joint/ligament sprain","840-848.99","Both",1,1,"injuries & poisonings",18
"841","Sprains and strains of back and neck","840-848.99","Both",1,0,"injuries & poisonings",18
"842","Other sprains and strains","840-848.99","Both",1,0,"injuries & poisonings",18
"850","Hemorrhage or hematoma complicating a procedure","850-859.99","Both",1,0,"injuries & poisonings",18
"851","Complications of transplants and reattached limbs","850-859.99","Both",1,0,"injuries & poisonings",18
"853","Complication of colostomy or enterostomy","850-859.99","Both",1,0,"injuries & poisonings",18
"854","Complications of cardiac/vascular device, implant, and graft","850-859.99","",1,0,"injuries & poisonings",18
"855","Complication of nervous system device, implant, and graft","850-859.99","Both",1,0,"injuries & poisonings",18
"856","Vascular complications of surgery and medical procedures","850-859.99","Both",1,0,"injuries & poisonings",18
"857","Mechanical complication of unspecified genitourinary device, implant, and graft","850-859.99","Both",1,0,"injuries & poisonings",18
"858","Complication of internal orthopedic device","850-859.99","Both",1,0,"injuries & poisonings",18
"859","Complication due to other implant and internal device","850-859.99","Both",1,0,"injuries & poisonings",18
"860","Bone marrow or stem cell transplant","860-860.99","Both",1,1,"neoplasms",2
"870","Open wounds of head; neck; and trunk","870-879.99","",1,0,"injuries & poisonings",18
"870.1","Open wound or laceration of eye or eyelid","870-879.99","Both",1,1,"injuries & poisonings",18
"870.2","Open wound of ear","870-879.99","Both",1,1,"injuries & poisonings",18
"870.3","Other open wound of head and face","870-879.99","Both",1,1,"injuries & poisonings",18
"870.4","Open wound of nose and sinus","870-879.99","Both",1,1,"injuries & poisonings",18
"870.5","Open wound of lip and mouth","870-879.99","Both",1,1,"injuries & poisonings",18
"870.6","Open wound of neck","870-879.99","Both",1,1,"injuries & poisonings",18
"870.8","Open wound of genital organs","870-879.99","Both",1,1,"injuries & poisonings",18
"871","Open wounds of extremities","870-879.99","Both",1,0,"injuries & poisonings",18
"871.1","Open wound of hand except finger(s)","870-879.99","Both",1,1,"injuries & poisonings",18
"871.2","Open wound of finger(s)","870-879.99","Both",1,1,"injuries & poisonings",18
"871.3","Open wound of foot except toe(s) alone","870-879.99","Both",1,1,"injuries & poisonings",18
"871.4","Open wound of toe(s)","870-879.99","Both",1,1,"injuries & poisonings",18
"872","Traumatic amputation","870-879.99","Both",1,0,"injuries & poisonings",18
"873","Broken tooth","870-879.99","Both",1,1,"injuries & poisonings",18
"874","Complication of amputation stump","870-879.99","Both",1,0,"injuries & poisonings",18
"875","Non-healing surgical wound","870-879.99","Both",1,0,"injuries & poisonings",18
"876","Posttraumatic wound infection not elsewhere classified","870-879.99","Both",1,0,"injuries & poisonings",18
"905","Late effects of musculoskeletal and connective tissue injuries","905-909.99","",1,0,"injuries & poisonings",18
"906","Late effects of injuries to skin and subcutaneous tissues","905-909.99","",1,1,"injuries & poisonings",18
"907","Injuries to the nervous system","905-909.99","",1,0,"injuries & poisonings",18
"908","Late effects of other injuries","905-909.99","",1,1,"injuries & poisonings",18
"909","Late effects of external causes","905-909.99","",1,1,"injuries & poisonings",18
"910","Superficial injury, infected","910-919.99","",1,0,"injuries & poisonings",18
"911","Blister","910-919.99","Both",1,0,"injuries & poisonings",18
"912","Insect bite","910-919.99","Both",1,0,"injuries & poisonings",18
"913","Toxic effect of venom","910-919.99","Both",1,0,"injuries & poisonings",18
"915","Superficial injury without mention of infection","910-919.99","Both",1,1,"injuries & poisonings",18
"930","Allergic reaction to food","930-949.99","",1,0,"injuries & poisonings",18
"931","Contact dermatitis and other eczema due to plants [except food]","930-949.99","Both",1,0,"dermatologic",13
"938","Dermatitis due to solar radiation","930-949.99","Both",1,0,"dermatologic",13
"938.1","Acute dermatitis due to solar radiation","930-949.99","Both",1,1,"dermatologic",13
"938.2","Chronic dermatitis due to solar radiation","930-949.99","Both",1,1,"dermatologic",13
"939","Atopic/contact dermatitis due to other or unspecified","930-949.99","",1,0,"dermatologic",13
"939.1","Contact and allergic dermatitis of eyelid","930-949.99","Both",1,1,"dermatologic",13
"941","Adverse reaction to serum or vaccine","930-949.99","Both",1,0,"injuries & poisonings",18
"942","Infusion and transfusion reaction","930-949.99","Both",1,0,"injuries & poisonings",18
"946","Anaphylactic shock NOS","930-949.99","Both",1,0,"injuries & poisonings",18
"947","Urticaria","930-949.99","Both",1,0,"dermatologic",13
"949","Allergies, other","930-949.99","Both",1,0,"injuries & poisonings",18
"949.1","Diaper or napkin rash","930-949.99","Both",0,0,"injuries & poisonings",18
"952","Spinal cord injury without evidence of spinal bone injury","950-957.99","",1,0,"injuries & poisonings",18
"957","Injury to other and unspecified nerves","950-957.99","",1,0,"injuries & poisonings",18
"958","Certain early complications of trauma or procedure","958-959.99","",1,0,"injuries & poisonings",18
"958.1","Postoperative shock","958-959.99","Both",1,1,"injuries & poisonings",18
"958.2","Traumatic and surgical subcutaneous emphysema","958-959.99","Both",1,1,"injuries & poisonings",18
"960","Poisoning by antibiotics","960-979.99","",1,0,"injuries & poisonings",18
"960.1","Adverse effects of antibacterials (not penicillins)","960-979.99","Both",1,1,"injuries & poisonings",18
"960.2","Allergy/adverse effect of penicillin","960-979.99","Both",1,1,"injuries & poisonings",18
"960.3","Poisoning by antifungal antibiotics","960-979.99","Both",1,1,"injuries & poisonings",18
"961","Poisoning by other anti-infectives","960-979.99","",1,0,"injuries & poisonings",18
"961.1","Poisoning/allergy of sulfonamides","960-979.99","Both",1,1,"injuries & poisonings",18
"962","Poisoning by hormones and synthetic substitutes","960-979.99","",1,0,"injuries & poisonings",18
"962.1","Adrenal cortical steroids causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"962.2","Insulins and antidiabetic agents causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"962.3","Hormones and synthetic substitutes causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"963","Poisoning by primarily systemic agents","960-979.99","",1,0,"injuries & poisonings",18
"963.1","Antineoplastic and immunosuppressive drugs causing adverse effects","960-979.99","Both",1,1,"injuries & poisonings",18
"964","Poisoning by agents primarily affecting blood constituents","960-979.99","",1,0,"injuries & poisonings",18
"964.1","Anticoagulants causing adverse effects","960-979.99","Both",1,1,"injuries & poisonings",18
"965","Poisoning by analgesics, antipyretics, and antirheumatics","960-979.99","",1,0,"injuries & poisonings",18
"965.1","Opiates and related narcotics causing adverse effects in therapeutic use","960-979.99","Both",0,0,"injuries & poisonings",18
"965.2","Antirheumatics causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"965.3","Salicylates causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"966","Poisoning by anticonvulsants and anti-Parkinsonism drugs","960-979.99","",1,0,"injuries & poisonings",18
"967","Adverse effects of sedatives or other central nervous system depressants and anesthetics","960-979.99","",1,0,"injuries & poisonings",18
"969","Poisoning by psychotropic agents","960-979.99","",1,0,"injuries & poisonings",18
"971","Poisoning by drugs primarily affecting the autonomic nervous system","960-979.99","",1,0,"injuries & poisonings",18
"972","Poisoning by agents primarily affecting the cardiovascular system","960-979.99","",1,0,"injuries & poisonings",18
"972.1","Cardiac rhythm regulators causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"972.2","Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use","960-979.99","Both",1,1,"injuries & poisonings",18
"972.6","Antihypertensive agents causing adverse effects","960-979.99","Both",1,1,"injuries & poisonings",18
"973","Poisoning by agents primarily affecting the gastrointestinal system","960-979.99","",1,0,"injuries & poisonings",18
"974","Poisoning by water, mineral, and uric acid metabolism drugs","960-979.99","",1,0,"injuries & poisonings",18
"975","Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system","960-979.99","",1,0,"injuries & poisonings",18
"976","Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs","960-979.99","",1,0,"injuries & poisonings",18
"977","Personal history of allergy to medicinal agents","960-979.99","",1,0,"injuries & poisonings",18
"979","Adverse drug events and drug allergies","960-979.99","Both",1,0,"injuries & poisonings",18
"980","Encounter for long-term (current) use of antibiotics","980-980.99","Both",1,0,"infectious diseases",1
"981","Toxic effect of (non-ethyl) alcohol and petroleum and other solvents","980-989.99","",1,0,"injuries & poisonings",18
"983","Toxic effect of corrosive aromatics, acids, and caustic alkalis","980-989.99","",1,0,"injuries & poisonings",18
"984","Toxic effect of lead and its compounds (including fumes)","980-989.99","",1,0,"injuries & poisonings",18
"985","Toxic effect of other metals","980-989.99","",1,0,"injuries & poisonings",18
"986","Toxic effect of carbon monoxide","980-989.99","",1,0,"injuries & poisonings",18
"987","Toxic effect of other gases, fumes, or vapors","980-989.99","",1,0,"injuries & poisonings",18
"988","Toxic effect of noxious substances eaten as food","980-989.99","",1,0,"injuries & poisonings",18
"989","Toxic effect of other substances, chiefly nonmedicinal as to source","980-989.99","",1,0,"injuries & poisonings",18
"990","Effects radiation NOS","990-995.99","",1,0,"injuries & poisonings",18
"994","Sepsis and SIRS","994-994.99","",1,0,"injuries & poisonings",18
"994.1","Systemic inflammatory response syndrome (SIRS)","994-994.99","Both",1,1,"injuries & poisonings",18
"994.2","Sepsis","994-994.99","Both",1,1,"injuries & poisonings",18
"996","Complications peculiar to certain specified procedures","996-999.99","",1,1,"injuries & poisonings",18
